doc_id,wikipedia_movie_id,movie_name,release_date,text,true_topic,y_outcome,lda_topic,lda_topic_prob
132,34748230,Women Cars Villas Money,2010-02-03,"Ali is a modest civil servant who enjoys a pleasant life in town. One day, upon being forced by his parents to marry a woman he doesn't want, Ali is dragged into a vortex composed by “Women , Cars , Villas, Money ” all of which, in Niger, stand for social success. Longing for an increasingly luxurious way of life, in order to support habits he himself created, Ali is forced to steal and is arrested. When everyone else abandons him, his first wife reveals her loyalty and awaits his release. The film depicts the frantic search for consumer goods by the low middle classes of the African cities and it was, according to Véronique Cayla, director of the Centre national de la Cinématographie , of remarking importance for the youngsters back in those years http://www.afribd.com/article.php?no=6660.",drama,0,0,0.9855107917177465
133,29190352,Wrecked,2011-04-01,"A man, referred to in the movie only as ""Man"" , wakes up, severely injured, in a wrecked car in the bottom of a ravine. He has a broken leg, and is suffering from amnesia. He hallucinates about a woman finding him. After a few days of being stuck in the position, he manages to escape the car. In the car, he finds several bags of money and a loaded revolver. Hearing on the car radio about an armed robbery by a man named Raymond Plazzy, and finding a credit card in his pocket with Raymond's name on it, he assumes that he is Raymond Plazzy, and that he committed the robbery. A dog appears, and the man follows it into the woods. He eventually finds a working cell phone, but cannot obtain a signal in the woods. Frequently hallucinating about the woman, he finally shoots her with the revolver after realizing the hallucination led him back to the car. He then decides to get out of the ravine. After crawling for days, he finds a road and a dead body with a driver's licence that says Raymond Plazzy. He then pieces together what happened to him: He was running errands with his wife  when he witnessed an armed robbery and was taken hostage by Raymond, and they were driving down the road and arguing about the situation. He used the moment, grabbed the wheel, causing it to crash. The man now has a cell phone signal, and calls for help. The man is picked up by a forest ranger. He waits to get the dog in the truck, but the ranger says that there is no dog there. He enters the truck and looks out as the scene blacks out.",other,0,4,0.5962764899210742
134,657159,Conquest of the Planet of the Apes,1972-06-29,"The opening titles set the film in ""North America – 1991."" Armando  explains that in 1983 , a disease killed the world's cats and dogs, leaving humans with no pets. To replace them, humans began keeping apes as household pets. Realizing the apes' capacity to learn and adapt, humans train them to perform household tasks. By 1991, American culture is based on ape slave labor. Armando and Caesar , a young chimpanzee horseback rider in Armando's circus, distribute flyers around a large city to advertise the circus' arrival. Armando warns the chimpanzee to be careful; should anyone learn his identity as the son of Cornelius and Zira, it would mean their deaths. They see apes performing various menial tasks, and are shocked at the harsh discipline on disobedient apes. Seeing an ape being beaten and drugged, Caesar shouts, ""Lousy human bastards!"" Quickly, Armando takes responsibility for the exclamation, explaining to the policemen that it was he who shouted, not his chimpanzee. The surrounding crowd becomes agitated, and Caesar flees. Hiding in a stairway, Armando tells Caesar he will go to the authorities and bluff his way out of the situation. Meantime, Caesar has to hide among his own kind  and soon finds himself being trained for slavery through violent conditioning. He is then sold at auction to Governor Breck ([[Don Murray . Breck allows the ape to name himself by randomly pointing to a word in a book handed to him and the chimpanzee's finger rests upon the name ""Caesar"", feigning coincidence. Caesar is then put to work by Breck's chief aide, MacDonald , who sympathizes with the apes to the thinly veiled disgust of his boss. MacDonald eventually figures out who Caesar really is. Meanwhile, Armando is being interrogated by Inspector Kolp , who suspects his ""circus ape"" is the child of the two talking apes from the future. Kolp's assistant puts Armando under an authenticator machine that psychologically forces people to be truthful. Rather than confessing, Armando fights the guard and jumps through a window, falling to his death. Learning of the death of his foster father, the only human that cared for him, Caesar loses faith in human kindness and begins plotting a rebellion. Secretly, Caesar teaches combat to other apes and has them gather weapons. Meanwhile, Breck learns from Kolp that the vessel which supposedly delivered Caesar is from a region with no native chimpanzees. Suspecting Caesar is the ape the police are hunting, Breck's men arrest Caesar and electrically torture him until he speaks. Hearing him speak, Breck orders Caesar's immediate death. Caesar survives his execution because MacDonald lowers the machine's electrical output well below lethal levels. Once Breck leaves, Caesar kills his torturer and escapes. Caesar leads an ape revolt against Ape Management. The apes are victorious after killing most of the riot police. After bursting into Breck's command post and killing most of the personnel, Caesar has Breck marched out to be executed. MacDonald is spared, and he appeals to Caesar to show mercy to his former persecutor. Caesar ignores him, and in a rage declares: {{quote}} As the apes raise their rifles to beat Breck to death, Lisa , Caesar's love interest, voices her objection, ""NO!"" She is the first ape to speak other than Caesar. Caesar reconsiders and orders the apes to lower their weapons, saying: {{quote}}",action,1,1,0.9958935493006091
135,9521920,Camp Slaughter,2005-06-20,"A group of kids break down while driving down a remote forest road. After a disturbing night alone in the woods, they stumble upon Camp Hiawatha in full swing and packed with seemingly happy teenagers. However, the teens and the camp itself are strangely trapped back in 1981. The clothes, the music, the hair, and the attitudes are 24 years back in time. The campers are forced to relive the same day and night over and over again. The night when a silent killer stalked the camp silencing campers and counselors one by one. The kids from the present struggle to understand and help the teens from 1981 break free of the curse. Working together both time-periods begin to learn about the different worlds from which they come and what it will take for all of them to survive.",horror,0,5,0.636293487055523
136,2964301,Together,2003-03-14,"Liu Cheng  is a widowed cook making his living in a small southern town in China. His thirteen-year-old son, Liu Xiaochun , is a violin prodigy. In the hope that Xiaochun might find success as a violinist, Liu Cheng and Xiaochun travel to Beijing to participate in a competition organized by the Children's Palace, an arts institution for school children. Even though Xiaochun emerges fifth, he is denied admission into the conservatory as he does not have Beijing residency. Determined to realize his hopes for Xiaochun, Liu Cheng persuades Professor Jiang , a stubborn and eccentric teacher from the Children's Palace, to take Xiaochun as a private tutorship. In the subsequent days, Xiaochun makes friends with Lili ([[Chen Hong , a young and attractive woman living upstairs. Lili does not have a regular job but lives off the rich men she dates. However, her heart lies with Hui , her smooth-talking, cheating boyfriend. After Lili finds out about Hui's affairs in the presence of Xiaochun, Xiaochun sells his violin to a shop, buys a fur coat that Lili fancies, and tells Hui to give it to her as a consolation. Meanwhile, Liu Cheng has learnt about a Professor Yu Shifeng , a high-profile professor from the Central Conservatory of Music. Believing that Professor Yu is able to bring Xiaochun to fame and success, Liu Cheng decides to switch teachers for Xiaochun. He pays Professor Yu a visit and confides in the latter the truth about Xiaochun's birth. It turns out that Liu Cheng has never been married. He found the infant Xiaochun abandoned in a train station, a violin placed next to the baby. Liu Cheng brought both home and raised the baby as his own. Xiaochun turned out to be a child prodigy, and Liu Cheng resolved to devote his life to cultivate his adopted son's talent. Professor Yu, apparently unmoved, nonetheless agrees to give Xiaochun an audition. However, Liu Cheng arrives at Professor Yu's home with Xiaochun only to find the violin case empty. Xiaochun, angry at his father for choosing commercial success over music, refuses to play even when offered another violin. Liu Cheng is so enraged that upon returning home, he tears up the award certificates that Xiaochun won in previous competitions. Lili, remorseful over the affair of the fur coat, looks up Professor Yu and persuades him to give Xiaochun a second chance. This time Xiaochun plays, and the professor agrees to take him without hesitation. Professor Yu has another talented young student, Lin Yu , a highly jealous and ambitious girl. When a selection trial for an international competition is coming up, Lin Yu and Xiaochun are in a contest for the only spot. Liu Cheng decides to pack up and return home first, both to allow Xiaochun full concentration and to raise some money should Xiaochun be selected to participate in the international competition. In an effort to infuse passion and emotion into Xiaochun's playing, Professor Yu tells the boy the truth about his birth. However, this only strengthens Xiaochun's love for his father. Just before the selection trial, Xiaochun, who has been chosen to participate, relinquishes his spot to Lin Yu after she reveals to him that Professor Yu had secretly bought Xiaochun's original violin from the shop to stop Xiaochun from being distracted by thoughts of it. Xiaochun then takes the violin and runs after his father. The two finally reunite at the train station. In place of fame and success, Xiaochun chooses to be together with his father.",drama,0,1,0.9959835572200618
137,2180118,True Crime,1995-08-01,"Mary Giordano is a bright, intelligent student who goes to a Catholic school. She is addicted to mystery novels and detective magazines , which inspire her to do her own detective work. When she starts snooping around on the case of murdered teenage girls, it gets her in hot water with her mentor Detective Jerry Guinn. Mary teams up with police cadet Tony Campbell . The two work together to find the murderer and seem to have feelings for one another. But the closer Mary gets to solving the murder, the more danger she puts herself in of being the next victim.",other,0,2,0.6550580793913747
138,21433950,The Atomic City,1952-05-01,"Frank and Martha Addison live in Los Alamos, where he does top-secret work as a physicist. They have a young son, Tommy, who goes with school mates to Santa Fe for a carnival, where teacher Ellen Haskell can't find him when Tommy's winning ticket in a raffle is announced. The Addisons receive a telegram telling them Tommy has been kidnapped. The teacher also gets in touch about their boy being missing, but Frank, ordered to keep quiet, lies that he left work early and picked up his son. Ellen's boyfriend is an FBI agent, Russ Farley, and she passes along her concerns. Farley and partner Harold Mann begin tailing the Addisons. When a kidnapper instructs Frank to steal a file from the atomic lab and mail it to a Los Angeles hotel, he wants to inform the authorities, but Martha fears for their boy. A small-time thief, David Rogers, picks up the file and takes it to a baseball game, followed by the FBI's agents and cameras. His car explodes, killing him, but Rogers first passed the file to someone at the game. FBI film spots a hot-dog vendor who is actually Donald Clark, a man with Communist ties. Tommy is moved by kidnappers to the site of an Indian ruin in New Mexico, where they briefly encounter the Fentons, a family of tourists. The mastermind turns out to be Dr. Rassett, a physicist. He studies the file Addison mailed and determines it to be a fake. Rassett orders the boy killed, but Tommy has escaped and is hiding in a cave. The son of the Fentons has the raffle ticket, which he found by the ruins. FBI agents rush to the site, where Rassett is arrested after killing his accomplices, and Tommy is saved.",drama,0,2,0.4691584510348052
139,27395955,Samson & Sally,1984-10-12,"The film revolves around a young albino male Sperm whale named Samson who strongly believes the legendary tales of Moby Dick. The legends say that Moby Dick was a hero for all whales, and that he will someday return. He meets Sally, a young black-and-white female sperm whale who is orphaned after her pod is slaughtered by whalers. Samson's pod adopts Sally and she befriends Samson even though she does not believe in Moby Dick. Samson and Sally together survive certain dangers, such as killer whales, a massive oil slick, radiation poisoning, and whaling ships, which they refer to as ""iron beasts."" Eventually Samson and Sally fall in love with each other. Samson's mother is later killed by the whalers, greatly upsetting Samson. Samson decides to leave Sally and his pod to search for Moby Dick and convince him to try to save whales from whalers and the ""iron beasts."" After nearly dying several times, due to humans causing water pollution, Samson finds Moby Dick in the underwater ruins of Atlantis, only to find that Moby Dick is senile, and too old to even forage for himself. Disappointed, Samson leaves to try and find his pod. After days of searching, he gives up all hope of finding his pod, just before seeing them on the horizon. The film ends with a scene set decades later, with Samson and Sally as adult whales, caring for a single son, whom Samson saves from a killer whale.",other,0,1,0.5031404974195118
140,5295514,The Vikings,1958-06-28,"The King of Northumbria is killed during a Viking raid led by the fearsome Ragnar . Because the king had died childless, his cousin Aella  takes the throne. The king's widow, however, is pregnant with what she knows is Ragnar's child, and to protect the infant from her cousin-in-law's ambitions, she sends him off to Italy. By a twist of fate, the ship is intercepted by the Vikings, who are unaware of the child's kinship, and enslave him. The boy grows into a young man named Erik . His parentage is finally discovered by Lord Egbert , a Northumbrian nobleman opposed to Aella. When Aella accuses him of treason, Egbert finds sanctuary with Ragnar in Norway. Egbert recognises the Northumbrian royal sword's pommel stone on an amulet around Erik's neck, placed there by Erik's mother when he was a child, but tells no one. Erik incurs the wrath of his half-brother Einar , Ragnar's legitimate son and heir, after the former orders his falcon to attack Einar, taking out one of his eyes. Erik is saved from immediate execution when the tribal shaman Kitala  says that Odin will curse whoever kills him. He is left in a tidal pool to drown with the rising tide by Ragnar's decree to avoid the curse, but after Erik calls out to Odin, the wind shifts and forces the water away, saving him. Egbert then claims him as his slave. Egbert hopes to find an opportunity to take advantage of Erik's unknown claim to the Northumbrian kingdom.   The enmity between Erik and Einar is exacerbated when they both fall in love with Princess Morgana , who was to marry King Aella but is captured in a raid suggested by Egbert. During a drunken feast in the ""great hall"", complete with giant mead caldrons and an axe-throwing competition, Einar confesses his feelings to Ragnar, who tells Einar he can have Morgana. Einar throws the guards off the ship Morgana is being held on, and begins to ravish her — defying his expectations of resistance, she submits to him, her emotions towards Einar clearly divided between attraction and revulsion. But before things can go any further, Erik grabs Einar from behind and knocks him out, then takes Morgana away on a small ship he had constructed for Egbert. Erik and Morgana flee to England, along with Sandpiper , Kitala and Morgana's maid Bridget . Einar regains consciousness and gives the alarm, and several pursuing longships quickly gain on the fugitives. In thick fog, Ragnar's longship hits a rock and sinks, while Erik's boat is guided safely by a primitive compass, a piece of magnetite in the shape of a fish that Sandpiper obtained in a distant land. Einar, in another longship, believes Ragnar to be dead and grudgingly abandons the chase. Ragnar, however, is rescued by Erik and taken prisoner to Aella. Erik and Morgana become lovers during the trip, and she agrees to seek release from her pledge to marry Aella. Aella orders the Viking leader bound and thrown into a pit filled with starved wolves. To give Ragnar a Viking's death , Erik, who is granted the honor of forcing him into the pit, cuts the prisoner's bonds and gives him his sword. Laughing, Ragnar jumps to his death. In response to Erik's ""treason"", Aella cuts off his left hand, puts him back on his ship and casts him adrift. Erik returns to Einar's settlement, and tells his half-brother how his father died, and what had been Aella's reward for allowing Ragnar to die a Viking's death. With this revelation, and the promise that Erik will guide their ships through the fog , Einar is finally able to persuade the other Vikings to mount an invasion of Northumbria. Putting their mutual hatred aside for the moment, Einar and Erik sail for England. The dragon longships land and the Vikings begin to move inland in force. The alarm is sounded and the terrified peasants abandon their fields and flocks and flee to take refuge within the castle. Soon the Vikings are arrayed in front of the fortress in full battle armor. Shouting the name of ""Odin!"", the Vikings storm Aella's castle. In a bold move, Einar has several Vikings throw axes at the closed drawbridge that bars entrance to the castle's keep. Several of the axe-throwers are killed, but enough survive to throw their axes that a ""ladder"" is created for Einar to climb after he leaps across the moat to the drawbridge. He gains entry to the keep and lowers the drawbridge so that the other Vikings can overwhelm the outnumbered English. Erik and Einar both set off in search of Morgana. Erik encounters Aella instead and shoves him into the wolf pit. Einar finds Morgana in the highest tower of the keep, and again begins to make love to her, telling her she will be his queen. In spite of her still obvious attraction to him, Morgana tells Einar she hates him, and loves Erik. Enraged, Einar drags her outside and calls Erik to their long-delayed battle. The two bitter rivals engage in a swordfight on top of the tower. Erik is defeated, his sword broken, but Einar hesitates to kill him. It is unclear whether his hesitation owes to the fact he has learned from Morgana that Erik is his half-brother, or from his own certitude that she will never be with him out of her own volition. This few-second window gives Erik, who does not yet know they share the same father, the opportunity to stab Einar with his sword's broken blade. Echoing the scene with Ragnar, Erik gives Einar a sword, so that he too can enter Valhalla. In the final scene, Einar is given a Viking funeral: his body is placed on a longship, which is set on fire by flaming arrows.",action,1,3,0.5392249036345874
141,14435996,Hokus Pokus,1949," The Stooges are three paperhangers who also look after invalid Mary , who always uses a wheelchair. The seemingly helpless blonde, however, is trying to swindle her insurance company out of $25,000, as she is not handicapped in the least. While the Stooges are at work hanging posters, they are taken by one poster that advertises a great hypnotist, Svengarlic . The Stooges want the hypnotist to work his magic on Mary so that she can walk again, but Svengarlic is more interested in winning an audience by hypnotizing the Stooges. Under his spell, they walk out onto a flagpole high on a building and dance. But a distracted bicyclist knocks Svengarlic over and the Stooges are abruptly awakened. They immediately panic when they see where they are, then the flagpole breaks, sending them flying through an open window. The boys land directly in the insurance office where Mary is about to be handed her check. Startled, she jumps out of her wheelchair, exposing her scheme.",comedy,0,2,0.5116084255842045
142,15559251,The Killing of an Egg,1977,"The film starts with a bald, obese man in a bright yellow shirt preparing to eat breakfast, a soft boiled egg. As he taps the shell with his spoon, a voice  says ""Hey, who is it?"" As the man continues to tap, it becomes clear the voice is coming from the egg. The man continues tapping away over the egg's protests, then gets carried away and ends up smashing the egg with his fists, silencing the voice. He has no sooner stopped than he hears a tapping from outside his home. He says, in a voice identical to that from the egg, ""Hey, who is it?"" He sees no one at the door, but the tapping continues, and the unseen force starts smashing the roof and walls, until the whole house comes down over the man's horrified objections.",other,0,4,0.9825021732610405
143,7792274,Thalaimagan,2006,"The story is set around the bulwark of honest and public good institution of everest. A journalistic anachronism at a time when media houses have become mouthpieces for corporate houses. It is helmed by the fearless Ayya , it has among its ranks an intrepid scribe Dheeran . He is no journeyman journalist. He is writer as well as a doer. When the power of the pen looks like slackening, he uses the hands that push the pen, so to say. And then there is harried colleague Erimalai , who is just a step away from trouble. Meghala  is an enterprising intern who drives Dheeran distraction. Dheeran runs into the evil axis of politico and police web as represented by the corrupt Minister Shanmuga Sundaram  and a venal cop Alanakaram . Dheeran through his mixed ways frustrate all the evil plans of the duo. But a new water bottling plant of an MNC becomes a major confrontation issue. Dheeran goes hammer and tongs against the project, as it would be harmful to villagers. Dheeran painstakingly exposes all the chinks in the project. Shanmugasundaram has to come with a violent reprisal and he sure does and thinks he has done away with Dheeran. Did he? But Dheeran comes back from dead as a new man with renewed force. In the two years, Shanmugha Sundaram and Alankaram had come a long way. But Dheeran, slowly but stealthily, exposes them with a cunning of a mountain fox. He exposes all their bad deeds with clinching evidence. How? Well, it all leads to an action-packed climax.The satellite rights has been bageed by Kalanithi Maran's Sun TV.",drama,0,0,0.9893239000487364
144,24519551,Yu-Gi-Oh! 3D: Bonds Beyond Time,2010-01-23,"The story takes place sometime during the beginning of the fourth season of Yu-Gi-Oh! 5D's, right before the events of the World Racing Grand Prix  took place. As Yusei Fudo ponders the current state of New Domino City, Jack Atlas and Crow Hogan come to cheer him up, with the idea of going for a ride on their Duel Runners. As they are riding, a mysterious Turbo Duelist called Paradox appears and challenges Yusei to a duel. However, when Yusei summons his Stardust Dragon, Paradox seals it inside a card and disappears with it. Yusei and his friends soon learn through computer research that Paradox has appeared during the era of Yugi Muto, using Stardust Dragon to cause a huge incident in the past, the effects of which cause New Domino City to start disappearing as time is altered. With the Signer's marks suddenly reacting, the Crimson Dragon appears, giving Yusei's Duel Runner the ability to travel through time. Several years earlier, in Venice, Italy, Jaden Yuki  is attacked by powerful Malefic versions of stolen monster cards, including Yusei's Stardust Dragon. As Paradox prepares to finish off Jaden, Yusei and the Crimson Dragon arrive in his timeline and protect him. Jaden explains to Yusei how he had been pursuing Paradox who had stolen his friends' cards and is planning on messing up the timeline, agreeing to help Yusei chase after him. A few years earlier, Maximillion Pegasus is holding a duel tournament in Domino City, which Yugi Muto is attending with his grandpa. However, Paradox uses his newly acquired Malefic monsters to attack the event, killing Pegasus and Yugi's grandpa along with several bystanders, with only Yugi managing to survive. Yusei and Jaden arrive and take Yugi to half an hour before Paradox's attack, deducing that by killing Pegasus, Paradox would be able to end the existence of Duel Monsters, which would radically change the course of history. As the group manage to scare off the bystanders, Paradox appears before them, explaining that he comes from a further future than Yusei's which is in ruin, believing the only way to fix it is to stop Duel Monsters from existing. Yusei, Yugi and Jaden disagree on the basis that their own timeline, and the people in it, will disappear as a result of the change in history. With Pegasus due to arrive in a short while, they challenge Paradox to a duel with the future at stake. Paradox activates his Malefic World and starts summoning his Malefic versions of the cards he has stolen from throughout time. Yusei, Yugi and Jaden work together to utilise their cards in order to protect themselves and beat back Paradox's monsters. As Paradox summons out one of his key monsters, Malefic Paradox Dragon, Yugi manages to destroy it, but then Paradox is able to summon out his ace monster, Malefic Truth Dragon. However, thanks to the group's combined teamwork, the group manage to reclaim Stardust Dragon and combine their strength to defeat Paradox, who disappears into the recesses of time, never to be seen again, but not before Paradox ponders the results of all of the events that he caused, and if it was really worth it. After the duel, Yusei, Jaden and Yugi say their goodbyes, hoping to meet again, before returning to their respective timelines, with Yusei's city back to normal.",other,0,2,0.9955034201785153
145,2154881,The Eiger Sanction,1975-07-16,"Art professor and mountaineer Dr. Jonathan Hemlock  is a retired government assassin called on to return to work for two more ""sanctions"", a euphemism for officially approved killings. During his career with a secret government agency called ""C2"", Hemlock amassed a private collection of 21 rare masterpiece paintings, paid for from his previous sanctions. The director of C2, Mr. Dragon , is an albino ex-Nazi confined to semi-darkness and kept alive by blood transfusions. Dragon wants Hemlock to kill two men responsible for the death of another government agent, codename Wormwood. Insisting he is retired, Hemlock refuses until Dragon threatens to expose Hemlock's art collection to the IRS. Hemlock agrees, and he travels to Zurich and carries out the first sanction for $20,000, twice his usual fee, and a letter guaranteeing no trouble from the IRS. Returning from Europe, Hemlock meets C2 courier Jemima Brown , who seduces him and steals his money and IRS exemption letter. Dragon agrees to return them if Hemlock completes another assassination. Hemlock is reluctant, but agrees when he learns that the C2 agent killed, Wormwood, was in fact an old friend of his named Henri Baq . He demands $100,000 plus expenses. He is told the target is a member of an international mountain climbing team which in the summer will ascend the north face of the Eiger in Switzerland. Hemlock will be the American member of the team, and must kill one of the climbers—C2 is unsure of the target's identity, and Hemlock is only told that the man walks with a limp. Hemlock travels to Arizona to train at a climbing school run by a friend, Ben Bowman , who whips him back into shape with the help of an attractive Native American woman called George . Hemlock also encounters an enemy, Miles Mellough , a former ally from the military who betrayed him in Southeast Asia. He tries to kill Hemlock by hiring George to drug him, but Hemlock survives. Later he lures him and his bodyguard into the desert, where he shoots the bodyguard and leaves Mellough to die in the sun. Hemlock travels to Switzerland with Bowman, the ""ground man"" or supervisor of the climb, and meets the other members of the climbing party at the Hotel Bellevue des Alpes at Kleine Scheidegg. After a brief conflict within the climbing team, mainly due to the headstrong German member, Karl Freytag , the men begin their ascent of the Eiger North Face in poor weather conditions. The French climber is struck by falling rocks and dies. With Hemlock now leading, the surviving members retreat towards a tunnel window that connects to a railroad station inside the mountain, carrying the dead climber between them. At the last moment, Freytag and the Austrian Anderl Meyer  fall to their deaths when their anchors come loose. Hemlock is saved, dangling alone a few meters from the tunnel window. Bowman and a rescue crew make their way through the Eiger to the tunnel window, where they attempt to throw a rope to Hemlock. Hemlock notices Bowman is limping, a sign that identifies him as Hemlock's target. Hemlock says, ""You're limping, Ben,"" reluctant to trust that Bowman will rescue him. Bowman throws him the rope, and Hemlock attaches it, then reluctantly cuts his own rope. He falls onto Bowman's rope, and is pulled into the tunnel to safety. On the train back to Kleine Scheidegg, Bowman admits he became involved with ""the other side"" years earlier and had no idea there would be a killing. Bowman admits he had become involved with Miles Mellough because he owed a debt to him, that he had gotten his daughter George off drugs. Back at Kleine Scheidegg, Hemlock is approached by Bowman, who looks to mend his relationship with the assassin—wondering if he still counts Bowman among his ""friends"". After Hemlock is rejoined by Jemima Brown, he takes a phone call from Dragon who assumes Hemlock killed all three of the other climbers intentionally, to ensure he killed the target. Jemima wonders if Dragon is correct.",action,1,3,0.8560479030756741
146,11939381,American Pastime,2007,"The first scene shows the life of the Nomura family, a typical American family of Japanese descent in 1941, composed of Japanese-born parents and American-born children . They are forced to leave their home in Los Angeles following the infamous Executive Order 9066, signed by Franklin Delano Roosevelt. Order 9066 permitted the ""exclusion"" of Japanese Americans from the West Coast of the United States, and actual historic footage shows the rounding up of these families, most of whom were  born as American citizens. The Nomuras find themselves in a dusty, windblown desert camp. The viewer sees some actual footage of Topaz War Relocation Center, shot by Dave Tatsuno, using a camera which had been smuggled into the camp. The elder Nomura had been a professional baseball player, and he rapidly forms an in-camp league. One of the guards, Billy Burrell  is a minor-league baseball player, bitter about having been passed over by a recruiter from the New York Yankees. Many of the major leagues' top players were off to war, perhaps giving Burrell another opportunity with the Yankees. Lane Nomura, the oldest son enlists in the Army, as a member of the 442nd Regimental Combat Team, the famed ""Purple Heart Battalion."" One guard, originally condemning the very idea of letting Japanese Americans into ""our Army,"" changes his mind as he sees a list of men from Topaz who had been killed while rescuing a Texas battalion. Lyle, the younger son, originally angry and rebellious over the internment, eventually finds motivation to succeed when the Topaz team challenges Burrell and the local minor league team, several of whose members are openly bigoted and hateful against the internees.",drama,0,0,0.4242287389071088
147,10599593,Aan Milo Sajna,1970-12-24,"Widowed and ailing Savitri Choudhury lives a wealthy lifestyle along with her son, Anil, in a palatial mansion in India. She knows that Anil is only waiting for her to die so that he can inherit the wealth and refuses to give him any money. The Diwan convinces Anil to mend his ways, get married, and patch-up with his mom. Shortly thereafter Anil does appear to have mended his ways, gets involved in charity, and even introduces a young woman named Deepali to his mom. Deepali moves in the mansion, looks after Savitri so much so that Savitri decides to make her the sole beneficiary of her estate. What Savitri does not know is that Anil has hired Deepali to act as his fiancée, and that Deepali herself is not who she claims to be, and is actually in love with a local horse-riding peasant, Ajit, whose father was convicted of killing Savitri's husband, and soon Ajit himself will be arrested by the Police for having an affair and then killing a woman named Sita.",drama,0,2,0.6941277607229884
148,21241505,Rockabye,1932-11-25,"When stage actress Judy Carroll testifies on behalf of her former lover, accused embezzler Al Howard, she loses custody of Elizabeth, an orphan she had planned to adopt. Her devoted manager Antonie ""Tony"" de Sola urges her to travel to Europe with her alcoholic mother Snooks to alleviate her emotional pain. While there she reads a play entitled Rockabye, which eerily resembles recent events in her life. Despite Tony's qualms, she is determined to star in a Broadway production. Playwright Jacob Van Riker Pell is certain the sophisticated Judy will be unable to portray convincingly his heroine, a tough girl from Second Avenue, until she confesses she was raised there herself. The two hit it off and Judy convinces Tony to produce the play. On the verge of divorce, Jake proposes he and Judy wed as soon as he is free. Jake fails to appear at the opening night party for Rockabye, and his mother tells Judy her daughter-in-law has just had a baby and asks her to forget her son. When Jake finally arrives and assures her he still wants to marry her, Judy insists he return to his wife and newborn child. Devastated, she is comforted by Tony, who finally reveals his feelings for her.",drama,0,1,0.6843204732261126
149,1032266,Mozart and the Whale,2005,"Donald Morton is a taxi driver and drives two Japanese passengers and his pet budgie around Spokane, Washington. Distracted, he bumps into the back of a florist's van and damaging his stock. Unfazed, Donald and his budgie take their groceries and leave, abandoning his taxi cab and passengers. He takes his groceries to the self-help group for autistic adults. Before they head to the park to meet another autistic group, he tells one member, Gracie, to gather the women and he'll gather to guys to practice telling personal stories, but keeps getting distracted by performing mathematical sums of the microwaves depleting numbers. He notices that Isabelle Sorenson, a new name, has signed up and tells Gracie to let her go first. At the park, Isabelle tells of a childhood memory to the women: she saw that her parents were happy that an Olympian had broken a record, so in order to please her parents, and taking what she heard literally, she broke their music records. Donald tells his story to the men about his ability to do complex sums but couldn't make friends. Isabelle goes on to tell of when she was raped when she went hitch-hiking. This causes Gracie to laugh manically. Heard by Donald, he tries to calm an angry Isabelle down and they find that they have much in common and take a liking to each other. In the self-help group, after Isabelle talks to Gregory about Donald, he calls Donald over to ask her to escort him to the Hallowe'en party. Before Donald can, Isabelle asks Donald out for lunch. They go to the zoo the following day, and in response to Donald asking on behalf of Gregory, Isabelle asks Donald to escort her. They agree to meet with their costumes on in the evening. Donald dresses as a whale but is hesitant about going and leaves Isabelle, dressed as Mozart, waiting. She goes to his apartment and they both walk around the town talking until the final bus is due, and they share their first kiss. Unsure when to call, Donald leaves multiple messages on her phone until she finally answers and they go to the amusement park. In the ring toss, the clanging of the metal rings hitting the bottles and the bell ringing cause her to scream and collapse on the floor. He takes her back to his filthy apartment and they agree to sleep together. The following day at the self-help group, Gregory accuses Donald of exploiting his position for sexual favours. Isabelle makes herself liked by going with Bronwin, who learns that her father has blood cancer, to wait for her parents to pick her up. Isabelle takes the liberty of cleaning his apartment while he goes shopping. When he returns, he's horrified to see that everything is different; the piles of newspaper are stacked neatly, rotting food from the fridge is thrown away and has a new shower curtain. He gets angry at Isabelle for changing everything. He later leaves a number of apologetic messages on Isabelle's phone. The next day, he goes to the hair salon where Isabelle works as a hair stylist to apologize in person, and Isabelle forgives him, introducing him as her boyfriend to the staff. Isabelle shows Donald an abandoned rooftop, calling this a place where people who don't know where they belong can belong. She suggests that they can buy a house and her therapist has organised a job interview for a statistic analyst post at a university. He gets the job and they move into their new house, making it their own. Donald tells Isabelle that he wants everything to be ""nice"" for when his boss comes for dinner. Believing that he thinks that she doesn't keep the house ""nice,"" Isabelle spites Donald by keeping the pets uncaged, much to Donald's shock when he returns, and she maintains extroverted behaviour and tells of her off-the-wall plans for the house. Donald explodes, but when Isabelle says that they are both crazy, he retaliates by telling her that she is crazier, which leads to her throwing him out. He stays with Gregory in his house, and after listing to an answer message that Isabelle's rabbit, Bongo, has died, he runs to comfort her. Isabelle suggests that they should just be friends. Donald invites Isabelle to a restaurant, where he proposes to her, much to Isabelle's dismay. She leaves abruptly back home and overdoeses. Donald returns just in time to take her to hospital, where Isabelle's psychiatrist advises him to leave her alone, testing his willpower to refrain from calling her. Donald sees Isabelle leaving the university and follows her to the abandoned rooftop, where he expresses that the only nice thing he had left to give her was not to call, to find that Isabelle was waiting for his call and she missed him. They express their love with a kiss and embrace. The movie ends with the happy couple in their home, enjoying Thanksgiving dinner with the self-help group.",comedy,0,2,0.9973979006933722
